"wave_num","n_egos","Total_Mean","Total_SE","Close_Mean","Close_SE","Daily_Mean","Daily_SE","Support_Mean","Support_SE"
1,323,14.1857585139319,0.283562027616518,12.9969040247678,0.267620698488681,5.93188854489164,0.185801134788326,NA,NA
2,442,13.3755656108597,0.276439048368847,12.4638009049774,0.267941063388744,6.92986425339367,0.18788402346817,11.9936102236422,0.307633209213749
3,379,12.2717678100264,0.327193611901986,11.4775725593668,0.313549510743207,5.36147757255937,0.19938825297335,12.0292553191489,0.319004192945713
4,371,11.3746630727763,0.318362096310458,10.8194070080863,0.303027393394852,5.92452830188679,0.194779367264467,11.0785907859079,0.30813086111528
5,348,11.1293103448276,0.332535495144271,10.5574712643678,0.317720203196514,5.39655172413793,0.179188028566487,10.6445086705202,0.318238357042414
6,300,10.6433333333333,0.356760424855698,10.1433333333333,0.342605217694329,4.93,0.210947060200795,NA,NA
7,254,10.8779527559055,0.392485207528643,10.2834645669291,0.382167439982733,4.75984251968504,0.213614541382399,10.404,0.377525147437613
8,181,10.8011049723757,0.453444621909105,10.0441988950276,0.444999720957824,4.38121546961326,0.255732084607122,10.4457142857143,0.445566899129426
