"wave_num","n_egos","hang_mean","hang_se","adv_mean","adv_se","comf_mean","comf_se","fin_mean","fin_se","uniplex_mean","uniplex_se","multiplex_mean","multiplex_se"
2,313,11.2939297124601,0.315893384158926,7.17571884984026,0.236915636533468,6.4185303514377,0.229558144158594,1.63258785942492,0.0808751643441102,4.17252396166134,0.215963146274465,7.82108626198083,0.245963165089083
3,376,11.2686170212766,0.319128575000614,7.44148936170213,0.246114670355583,6.62765957446809,0.241300735530493,1.59308510638298,0.0745074617271686,3.87234042553191,0.216612742996689,8.15691489361702,0.255294879165648
4,369,10.3306233062331,0.305477854139414,6.80758807588076,0.222049185865227,6.47154471544715,0.220328105435853,1.77235772357724,0.0859383419399394,3.52574525745257,0.206883527640271,7.55284552845528,0.235064331026653
5,346,9.84682080924856,0.320907044452819,6.66763005780347,0.237562837313644,6.14161849710983,0.229551334075051,1.67630057803468,0.0659853980422566,3.41040462427746,0.205677204705373,7.23410404624277,0.249889605721781
7,250,9.632,0.374018533569949,6.888,0.286422722394042,6.144,0.263885578222028,1.796,0.0909208579460101,2.916,0.212509806057703,7.488,0.293612426556017
8,175,9.48,0.444402515810963,7.05142857142857,0.352915938806886,6.50285714285714,0.331377607768435,1.73714285714286,0.091315611664243,2.81714285714286,0.253847152298391,7.62857142857143,0.360571392139563
